TTT,LOS,Date of Search,Index,Hotel Name,Price Before Tax,Price After Tax,Rating,Classification,Reviews,Neighborhood
7,5,2024-07-20,63,Sofitel New York,284,364,8.6,Excellent,1006,Central New York City
7,5,2024-07-20,64,"Holiday Inn New York City - Times Square, an IHG Hotel",292,339,8.2,Very Good,1474,New York
7,5,2024-07-20,65,The Luxury Collection Hotel Manhattan Midtown,356,454,8.6,Excellent,1005,New York
7,5,2024-07-20,66,Wingate by Wyndham New York Midtown South/5th Ave,285,330,8.6,Excellent,1010,New York
7,5,2024-07-20,67,Grayson Hotel in the Unbound Collection by Hyatt,251,326,9.2,Wonderful,348,Central New York City
7,5,2024-07-20,68,DoubleTree by Hilton Hotel New York City - Chelsea,267,310,7.8,Good,1092,Chelsea
7,5,2024-07-20,69,Four Points by Sheraton Midtown-Times Square,269,312,8.8,Excellent,1341,New York
7,5,2024-07-20,70,SpringHill Suites by Marriott New York Midtown Manhattan/Park Avenue,246,285,9.0,Wonderful,235,New York
7,5,2024-07-20,71,East Village Hotel,226,265,8.2,Very Good,656,New York
7,5,2024-07-20,72,Renaissance New York Midtown Hotel,323,374,9.2,Wonderful,1003,New York
7,5,2024-07-20,73,The Westin New York Grand Central,590,394,8.8,Excellent,2682,New York
7,5,2024-07-20,74,Four Points By Sheraton New York Downtown,246,285,8.0,Very Good,1612,New York
7,5,2024-07-20,75,"Thompson Central Park New York, by Hyatt",315,405,9.0,Wonderful,628,New York
7,5,2024-07-20,76,Refinery Hotel,349,376,9.0,Wonderful,1006,Central New York City
7,5,2024-07-20,77,Fitzpatrick Grand Central,248,317,9.0,Wonderful,1003,New York
7,5,2024-07-20,78,Orchard Street Hotel,233,288,7.2,Good,658,New York
7,5,2024-07-20,79,"The Cloud One New York-Downtown, by the Motel One Group",289,335,8.8,Excellent,649,New York
7,5,2024-07-20,80,Hampton Inn Madison Square Garden Area Hotel,220,256,8.2,Very Good,1064,Chelsea
7,5,2024-07-20,81,New York Marriott Marquis,423,535,9.2,Wonderful,2879,Theater District
7,5,2024-07-20,82,citizenM New York Bowery,319,370,9.2,Wonderful,1175,New York
7,5,2024-07-20,83,"Kimpton Hotel Eventi, an IHG Hotel",309,396,9.0,Wonderful,1004,Chelsea
7,5,2024-07-20,84,The Bryant Park Hotel,295,376,9.2,Wonderful,1007,Central New York City
7,5,2024-07-20,85,"The Algonquin Hotel Times Square, Autograph Collection",239,318,8.8,Excellent,1002,Central New York City
7,5,2024-07-20,86,Hilton New York Fashion District,278,323,8.2,Very Good,1016,Chelsea
7,5,2024-07-20,87,Hotel Stanford,314,345,8.6,Excellent,136,New York
7,5,2024-07-20,88,The Bowery Hotel,505,569,9.4,Exceptional,452,New York
7,5,2024-07-20,89,Virgin Hotels New York City,385,470,8.8,Excellent,1600,New York
7,5,2024-07-20,90,Hotel Boutique at Grand Central,288,363,8.6,Excellent,1086,New York
7,5,2024-07-20,91,The Shoreham Hotel,253,306,7.6,Good,1008,Central New York City
7,5,2024-07-20,92,Fairfield Inn & Suites New York Manhattan / Central Park,295,342,8.4,Very Good,1002,New York
7,5,2024-07-20,93,"Park South Hotel, part of JdV by Hyatt",240,313,9.2,Wonderful,1001,New York
7,5,2024-07-20,94,The Shelburne Sonesta New York,329,354,8.6,Excellent,1391,New York
7,5,2024-07-20,95,Motto By Hilton New York City Times Square,239,312,9.0,Wonderful,967,Theater District
7,5,2024-07-20,96,The Marlton Hotel,377,383,9.2,Wonderful,1004,Greenwich Village
7,5,2024-07-20,97,Made Hotel,278,357,9.2,Wonderful,329,New York
7,5,2024-07-20,98,"The Langham, New York, Fifth Avenue",549,635,9.4,Exceptional,1004,New York
7,5,2024-07-20,99,Fitzpatrick Manhattan Hotel,288,363,9.0,Wonderful,1006,New York
8,1,2024-07-20,0,Millennium Hilton New York One UN Plaza,256,337,8.2,Very Good,1382,New York
8,1,2024-07-20,1,Moxy NYC Chelsea,290,370,8.6,Excellent,1020,Chelsea
8,1,2024-07-20,2,"Park South Hotel, part of JdV by Hyatt",240,313,9.2,Wonderful,1001,New York
8,1,2024-07-20,3,"PUBLIC, an Ian Schrager hotel",398,506,8.2,Very Good,2636,New York
8,1,2024-07-20,4,Hilton Garden Inn New York Times Square South,285,330,9.0,Wonderful,3228,New York
8,1,2024-07-20,5,The Maritime Hotel,277,290,9.4,Exceptional,1003,New York
8,1,2024-07-20,6,Moxy NYC Downtown,269,291,8.6,Excellent,1050,New York
8,1,2024-07-20,7,Courtyard by Marriott New York World Trade Center Area,215,250,8.8,Excellent,570,New York
8,1,2024-07-20,8,Penny Williamsburg,379,410,9.4,Exceptional,532,Williamsburg
8,1,2024-07-20,9,Delta Hotels by Marriott New York Times Square,259,256,7.8,Good,536,New York
8,1,2024-07-20,10,Hilton Garden Inn New York/West 35th Street,261,303,9.0,Wonderful,2176,New York
8,1,2024-07-20,11,Pod Times Square,233,294,8.8,Excellent,4193,New York
8,1,2024-07-20,12,Moxy NYC East Village,263,339,8.8,Excellent,1016,New York
8,1,2024-07-20,13,Park Terrace Hotel,311,401,9.4,Exceptional,1332,Central New York City
8,1,2024-07-20,14,Courtyard by Marriott New York City Manhattan Fifth Avenue,254,295,8.4,Very Good,1001,New York
8,1,2024-07-20,15,Hotel 27 by LuxUrban,220,256,7.6,Good,459,New York
8,1,2024-07-20,16,Hilton Garden Inn New York/Times Square Central,237,306,8.2,Very Good,1877,Theater District
8,1,2024-07-20,17,Fairfield Inn & Suites New York Midtown Manhattan/Penn Station,270,313,8.8,Excellent,1319,Chelsea
8,1,2024-07-20,18,Millennium Hilton New York One UN Plaza,256,337,8.2,Very Good,1382,New York
8,1,2024-07-20,19,"Club Quarters Hotel, Grand Central",288,363,8.8,Excellent,2043,New York
8,1,2024-07-20,20,Freehand New York,224,294,8.2,Very Good,1074,New York
8,1,2024-07-20,21,70 Park Avenue,220,296,9.0,Wonderful,1004,New York
8,1,2024-07-20,22,RIU Plaza Manhattan Times Square,445,370,9.0,Wonderful,3279,Theater District
8,1,2024-07-20,23,Chelsea Savoy Hotel,275,319,8.6,Excellent,2005,Chelsea
8,1,2024-07-20,24,Hyatt Grand Central New York,278,369,8.0,Very Good,3850,New York
8,1,2024-07-20,25,Fairfield Inn by Marriott New York Manhattan/Times Square,281,326,8.8,Excellent,1147,New York
8,1,2024-07-20,26,World Center Hotel,270,342,8.6,Excellent,2097,New York
8,1,2024-07-20,27,Hilton Garden Inn New York/Manhattan-Midtown East,265,308,8.2,Very Good,1256,New York
8,1,2024-07-20,28,Arlo NoMad,289,342,8.6,Excellent,1323,New York
8,1,2024-07-20,29,Courtyard by Marriott New York Manhattan / Chelsea,281,328,9.2,Wonderful,1003,Chelsea
8,1,2024-07-20,30,The Muse New York,344,444,9.2,Wonderful,1068,Theater District
8,1,2024-07-20,31,HOTEL FUEGO BRONX,199,220,10,Exceptional,1,Bronx
8,1,2024-07-20,32,"The Beekman, A Thompson Hotel, by Hyatt",336,435,9.4,Exceptional,1002,New York
8,1,2024-07-20,33,Best Western Premier Empire State Hotel,267,310,9.0,Wonderful,711,New York
8,1,2024-07-20,34,"Club Quarters Hotel, World Trade Center",260,331,8.6,Excellent,1431,New York
8,1,2024-07-20,35,Hilton Garden Inn NYC Financial Center/Manhattan Downtown,247,287,8.8,Excellent,1733,New York
8,1,2024-07-20,36,Radio City Apartments,291,304,8.8,Excellent,3611,Theater District
8,1,2024-07-20,37,The FIDI Hotel,254,270,8.8,Excellent,438,New York
8,1,2024-07-20,38,"The Lexington Hotel, Autograph Collection",220,291,8.4,Very Good,1008,New York
8,1,2024-07-20,39,"Holiday Inn Manhattan 6th Ave - Chelsea, an IHG Hotel",254,295,7.4,Good,1007,Chelsea
8,1,2024-07-20,40,Paramount Times Square,224,301,7.2,Good,2770,Theater District
8,1,2024-07-20,41,"Club Quarters, Times Square - Midtown",296,372,8.6,Excellent,2652,Central New York City
8,1,2024-07-20,42,Pod 39,224,284,8.8,Excellent,1554,New York
8,1,2024-07-20,43,Courtyard by Marriott New York Manhattan / Chelsea,281,328,9.2,Wonderful,1003,Chelsea
8,1,2024-07-20,44,Sheraton Tribeca New York Hotel,269,312,8.4,Very Good,1039,New York
8,1,2024-07-20,45,Archer Hotel New York,305,354,9.2,Wonderful,1007,Central New York City
8,1,2024-07-20,46,Courtyard New York Manhattan/ Midtown East,729,413,8.8,Excellent,2035,New York
8,1,2024-07-20,47,The Westin New York Grand Central,590,394,8.8,Excellent,2682,New York
8,1,2024-07-20,48,The Luxury Collection Hotel Manhattan Midtown,356,454,8.6,Excellent,1005,New York
8,1,2024-07-20,49,Renaissance New York Midtown Hotel,323,374,9.2,Wonderful,1003,New York
8,1,2024-07-20,50,Millennium Downtown New York,289,342,7.4,Good,2358,New York
8,1,2024-07-20,51,Hilton Garden Inn New York/Midtown Park Ave,264,307,8.4,Very Good,1009,New York
8,1,2024-07-20,52,Broadway Plaza Hotel,329,355,9.2,Wonderful,1525,New York
8,1,2024-07-20,53,"Hotel Indigo - NYC Downtown - Wall Street, an IHG Hotel",216,286,9.0,Wonderful,908,New York
8,1,2024-07-20,54,DoubleTree by Hilton New York Times Square West,271,315,7.2,Good,1340,New York
8,1,2024-07-20,55,Arlo Midtown,349,398,9.2,Wonderful,5379,New York
8,1,2024-07-20,56,"The Bernic Hotel New York City, Tapestry Collection by Hilton",252,293,8.8,Excellent,1002,New York
8,1,2024-07-20,57,Residence Inn by Marriott New York Manhattan/Midtown East,334,389,9.2,Wonderful,1006,New York
8,1,2024-07-20,58,Pendry Manhattan West,633,730,9.8,Exceptional,325,Chelsea
8,1,2024-07-20,59,Hotel Beacon,499,406,9.2,Wonderful,1044,Upper West Side
8,1,2024-07-20,60,The Flat NYC,274,255,8.6,Excellent,301,New York
8,1,2024-07-20,61,The Hotel Chelsea,490,510,9.8,Exceptional,725,Chelsea
8,1,2024-07-20,62,The New Yorker A Wyndham Hotel,284,363,8.2,Very Good,4689,New York
8,1,2024-07-20,63,DoubleTree by Hilton New York Downtown,260,302,7.8,Good,1673,New York
8,1,2024-07-20,64,Sofitel New York,284,364,8.6,Excellent,1006,Central New York City
8,1,2024-07-20,65,"Holiday Inn New York City - Times Square, an IHG Hotel",292,339,8.2,Very Good,1474,New York
8,1,2024-07-20,66,The Luxury Collection Hotel Manhattan Midtown,356,454,8.6,Excellent,1005,New York
8,1,2024-07-20,67,Wingate by Wyndham New York Midtown South/5th Ave,285,330,8.6,Excellent,1010,New York
8,1,2024-07-20,68,Grayson Hotel in the Unbound Collection by Hyatt,251,326,9.2,Wonderful,348,Central New York City
8,1,2024-07-20,69,DoubleTree by Hilton Hotel New York City - Chelsea,267,310,7.8,Good,1092,Chelsea
8,1,2024-07-20,70,Four Points by Sheraton Midtown-Times Square,269,312,8.8,Excellent,1341,New York
8,1,2024-07-20,71,SpringHill Suites by Marriott New York Midtown Manhattan/Park Avenue,246,285,9.0,Wonderful,235,New York
8,1,2024-07-20,72,East Village Hotel,226,265,8.2,Very Good,656,New York
8,1,2024-07-20,73,Renaissance New York Midtown Hotel,323,374,9.2,Wonderful,1003,New York
8,1,2024-07-20,74,Four Points By Sheraton New York Downtown,246,285,8.0,Very Good,1612,New York
8,1,2024-07-20,75,"Thompson Central Park New York, by Hyatt",315,405,9.0,Wonderful,628,New York
8,1,2024-07-20,76,Refinery Hotel,349,376,9.0,Wonderful,1006,Central New York City
8,1,2024-07-20,77,Fitzpatrick Grand Central,248,317,9.0,Wonderful,1003,New York
8,1,2024-07-20,78,Orchard Street Hotel,233,288,7.2,Good,658,New York
8,1,2024-07-20,79,"The Cloud One New York-Downtown, by the Motel One Group",289,335,8.8,Excellent,649,New York
8,1,2024-07-20,80,New York Marriott Marquis,423,535,9.2,Wonderful,2879,Theater District
8,1,2024-07-20,81,Hampton Inn Madison Square Garden Area Hotel,220,256,8.2,Very Good,1064,Chelsea
8,1,2024-07-20,82,citizenM New York Bowery,319,370,9.2,Wonderful,1175,New York
8,1,2024-07-20,83,"Kimpton Hotel Eventi, an IHG Hotel",309,396,9.0,Wonderful,1004,Chelsea
8,1,2024-07-20,84,The Bryant Park Hotel,295,376,9.2,Wonderful,1007,Central New York City
8,1,2024-07-20,85,"The Algonquin Hotel Times Square, Autograph Collection",239,318,8.8,Excellent,1002,Central New York City
8,1,2024-07-20,86,Hilton New York Fashion District,278,323,8.2,Very Good,1016,Chelsea
8,1,2024-07-20,87,Hotel Stanford,314,345,8.6,Excellent,136,New York
8,1,2024-07-20,88,The Bowery Hotel,505,569,9.4,Exceptional,452,New York
8,1,2024-07-20,89,Virgin Hotels New York City,385,470,8.8,Excellent,1600,New York
8,1,2024-07-20,90,Hotel Boutique at Grand Central,288,363,8.6,Excellent,1086,New York
8,1,2024-07-20,91,The Shoreham Hotel,253,306,7.6,Good,1008,Central New York City
8,1,2024-07-20,92,The Shelburne Sonesta New York,329,354,8.6,Excellent,1391,New York
8,1,2024-07-20,93,Fairfield Inn & Suites New York Manhattan / Central Park,295,342,8.4,Very Good,1002,New York
8,1,2024-07-20,94,"Park South Hotel, part of JdV by Hyatt",240,313,9.2,Wonderful,1001,New York
8,1,2024-07-20,95,Motto By Hilton New York City Times Square,239,312,9.0,Wonderful,967,Theater District
8,1,2024-07-20,96,Made Hotel,278,357,9.2,Wonderful,329,New York
8,1,2024-07-20,97,The Marlton Hotel,377,383,9.2,Wonderful,1004,Greenwich Village
8,1,2024-07-20,98,"The Langham, New York, Fifth Avenue",549,635,9.4,Exceptional,1004,New York
8,1,2024-07-20,99,Hotel AKA NoMad,315,405,8.6,Excellent,1007,New York
8,2,2024-07-20,0,"PUBLIC, an Ian Schrager hotel",398,506,8.2,Very Good,2636,New York
8,2,2024-07-20,1,Hilton Garden Inn New York Times Square South,285,330,9.0,Wonderful,3228,New York
8,2,2024-07-20,2,The Maritime Hotel,277,290,9.4,Exceptional,1003,New York
8,2,2024-07-20,3,Moxy NYC Downtown,269,291,8.6,Excellent,1050,New York
8,2,2024-07-20,4,Courtyard by Marriott New York World Trade Center Area,215,250,8.8,Excellent,570,New York
8,2,2024-07-20,5,Delta Hotels by Marriott New York Times Square,259,256,7.8,Good,536,New York
8,2,2024-07-20,6,Hilton Garden Inn New York/West 35th Street,261,303,9.0,Wonderful,2176,New York
8,2,2024-07-20,7,Pod Times Square,233,294,8.8,Excellent,4193,New York
8,2,2024-07-20,8,Park Terrace Hotel,311,401,9.4,Exceptional,1332,Central New York City
8,2,2024-07-20,9,Courtyard by Marriott New York City Manhattan Fifth Avenue,254,295,8.4,Very Good,1001,New York
8,2,2024-07-20,10,Hotel 27 by LuxUrban,220,256,7.6,Good,459,New York
8,2,2024-07-20,11,Hilton Garden Inn New York/Times Square Central,237,306,8.2,Very Good,1877,Theater District
8,2,2024-07-20,12,Fairfield Inn & Suites New York Midtown Manhattan/Penn Station,270,313,8.8,Excellent,1319,Chelsea
8,2,2024-07-20,13,Millennium Hilton New York One UN Plaza,256,337,8.2,Very Good,1382,New York
8,2,2024-07-20,14,"Club Quarters Hotel, Grand Central",288,363,8.8,Excellent,2043,New York
8,2,2024-07-20,15,70 Park Avenue,220,296,9.0,Wonderful,1004,New York
8,2,2024-07-20,16,RIU Plaza Manhattan Times Square,445,370,9.0,Wonderful,3279,Theater District
8,2,2024-07-20,17,Freehand New York,224,294,8.2,Very Good,1074,New York
8,2,2024-07-20,18,Chelsea Savoy Hotel,275,319,8.6,Excellent,2005,Chelsea
8,2,2024-07-20,19,Hyatt Grand Central New York,278,369,8.0,Very Good,3849,New York
8,2,2024-07-20,20,Fairfield Inn by Marriott New York Manhattan/Times Square,281,326,8.8,Excellent,1147,New York
8,2,2024-07-20,21,World Center Hotel,270,342,8.6,Excellent,2097,New York
8,2,2024-07-20,22,Hilton Garden Inn New York/Manhattan-Midtown East,265,308,8.2,Very Good,1256,New York
8,2,2024-07-20,23,The FIDI Hotel,254,270,8.8,Excellent,438,New York
8,2,2024-07-20,24,BeHome by LuxUrban,205,239,6.4,N/A,24,New York
8,2,2024-07-20,25,Arlo NoMad,289,342,8.6,Excellent,1323,New York
8,2,2024-07-20,26,"The Beekman, A Thompson Hotel, by Hyatt",336,435,9.4,Exceptional,1002,New York
8,2,2024-07-20,27,Best Western Premier Empire State Hotel,267,310,9.0,Wonderful,711,New York
8,2,2024-07-20,28,"Club Quarters Hotel, World Trade Center",260,331,8.6,Excellent,1431,New York
8,2,2024-07-20,29,Hilton Garden Inn NYC Financial Center/Manhattan Downtown,247,287,8.8,Excellent,1733,New York
8,2,2024-07-20,30,Radio City Apartments,291,304,8.8,Excellent,3611,Theater District
8,2,2024-07-20,31,"The Lexington Hotel, Autograph Collection",220,291,8.4,Very Good,1008,New York
8,2,2024-07-20,32,"Holiday Inn Manhattan 6th Ave - Chelsea, an IHG Hotel",254,295,7.4,Good,1007,Chelsea
8,2,2024-07-20,33,Paramount Times Square,224,301,7.2,Good,2770,Theater District
8,2,2024-07-20,34,"Club Quarters, Times Square - Midtown",296,372,8.6,Excellent,2652,Central New York City
8,2,2024-07-20,35,Pod 39,224,284,8.8,Excellent,1554,New York
8,2,2024-07-20,36,Courtyard by Marriott New York Manhattan / Chelsea,281,328,9.2,Wonderful,1003,Chelsea
8,2,2024-07-20,37,Sheraton Tribeca New York Hotel,269,312,8.4,Very Good,1039,New York
8,2,2024-07-20,38,Archer Hotel New York,305,354,9.2,Wonderful,1007,Central New York City
8,2,2024-07-20,39,Courtyard New York Manhattan/ Midtown East,729,413,8.8,Excellent,2035,New York
8,2,2024-07-20,40,The Westin New York Grand Central,590,394,8.8,Excellent,2682,New York
8,2,2024-07-20,41,Millennium Downtown New York,289,342,7.4,Good,2358,New York
8,2,2024-07-20,42,Hilton Garden Inn New York/Midtown Park Ave,264,307,8.4,Very Good,1009,New York
8,2,2024-07-20,43,Broadway Plaza Hotel,329,355,9.2,Wonderful,1525,New York
8,2,2024-07-20,44,"Hotel Indigo - NYC Downtown - Wall Street, an IHG Hotel",216,286,9.0,Wonderful,908,New York
8,2,2024-07-20,45,Arlo Midtown,349,398,9.2,Wonderful,5379,New York
8,2,2024-07-20,46,DoubleTree by Hilton New York Times Square West,271,315,7.2,Good,1340,New York
8,2,2024-07-20,47,Hotel Beacon,499,406,9.2,Wonderful,1044,Upper West Side
8,2,2024-07-20,48,"The Bernic Hotel New York City, Tapestry Collection by Hilton",252,293,8.8,Excellent,1002,New York
8,2,2024-07-20,49,The Flat NYC,274,255,8.6,Excellent,301,New York
8,2,2024-07-20,50,The Hotel Chelsea,490,510,9.8,Exceptional,725,Chelsea
8,2,2024-07-20,51,The New Yorker A Wyndham Hotel,284,363,8.2,Very Good,4689,New York
8,2,2024-07-20,52,DoubleTree by Hilton New York Downtown,260,302,7.8,Good,1673,New York
8,2,2024-07-20,53,Sofitel New York,284,364,8.6,Excellent,1006,Central New York City
8,2,2024-07-20,54,"Holiday Inn New York City - Times Square, an IHG Hotel",292,339,8.2,Very Good,1474,New York
8,2,2024-07-20,55,The Luxury Collection Hotel Manhattan Midtown,356,454,8.6,Excellent,1005,New York
8,2,2024-07-20,56,Wingate by Wyndham New York Midtown South/5th Ave,285,330,8.6,Excellent,1010,New York
8,2,2024-07-20,57,Grayson Hotel in the Unbound Collection by Hyatt,251,326,9.2,Wonderful,348,Central New York City
8,2,2024-07-20,58,DoubleTree by Hilton Hotel New York City - Chelsea,267,310,7.8,Good,1092,Chelsea
8,2,2024-07-20,59,Four Points by Sheraton Midtown-Times Square,269,312,8.8,Excellent,1341,New York
8,2,2024-07-20,60,SpringHill Suites by Marriott New York Midtown Manhattan/Park Avenue,246,285,9.0,Wonderful,235,New York
8,2,2024-07-20,61,East Village Hotel,226,265,8.2,Very Good,656,New York
8,2,2024-07-20,62,Renaissance New York Midtown Hotel,323,374,9.2,Wonderful,1003,New York
8,2,2024-07-20,63,Four Points By Sheraton New York Downtown,246,285,8.0,Very Good,1612,New York
8,2,2024-07-20,64,"Thompson Central Park New York, by Hyatt",315,405,9.0,Wonderful,628,New York
8,2,2024-07-20,65,Refinery Hotel,349,376,9.0,Wonderful,1006,Central New York City
8,2,2024-07-20,66,Fitzpatrick Grand Central,248,317,9.0,Wonderful,1003,New York
8,2,2024-07-20,67,Orchard Street Hotel,233,288,7.2,Good,658,New York
8,2,2024-07-20,68,"The Cloud One New York-Downtown, by the Motel One Group",289,335,8.8,Excellent,649,New York
8,2,2024-07-20,69,New York Marriott Marquis,423,535,9.2,Wonderful,2879,Theater District
8,2,2024-07-20,70,citizenM New York Bowery,319,370,9.2,Wonderful,1175,New York
8,2,2024-07-20,71,Hampton Inn Madison Square Garden Area Hotel,220,256,8.2,Very Good,1064,Chelsea
8,2,2024-07-20,72,"Kimpton Hotel Eventi, an IHG Hotel",309,396,9.0,Wonderful,1004,Chelsea
8,2,2024-07-20,73,The Bryant Park Hotel,295,376,9.2,Wonderful,1007,Central New York City
8,2,2024-07-20,74,"The Algonquin Hotel Times Square, Autograph Collection",239,318,8.8,Excellent,1002,Central New York City
8,2,2024-07-20,75,Hilton New York Fashion District,278,323,8.2,Very Good,1016,Chelsea
8,2,2024-07-20,76,Hotel Stanford,314,345,8.6,Excellent,136,New York
8,2,2024-07-20,77,Hotel Boutique at Grand Central,288,363,8.6,Excellent,1086,New York
8,2,2024-07-20,78,The Shoreham Hotel,253,306,7.6,Good,1008,Central New York City
8,2,2024-07-20,79,The Shelburne Sonesta New York,329,354,8.6,Excellent,1391,New York
8,2,2024-07-20,80,Fairfield Inn & Suites New York Manhattan / Central Park,295,342,8.4,Very Good,1002,New York
8,2,2024-07-20,81,"Park South Hotel, part of JdV by Hyatt",240,313,9.2,Wonderful,1001,New York
8,2,2024-07-20,82,Motto By Hilton New York City Times Square,239,312,9.0,Wonderful,967,Theater District
8,2,2024-07-20,83,Made Hotel,278,357,9.2,Wonderful,329,New York
8,2,2024-07-20,84,The Marlton Hotel,377,383,9.2,Wonderful,1004,Greenwich Village
8,2,2024-07-20,85,"The Langham, New York, Fifth Avenue",549,635,9.4,Exceptional,1004,New York
8,2,2024-07-20,86,Hotel AKA NoMad,315,405,8.6,Excellent,1007,New York
8,2,2024-07-20,87,W New York - Times Square,296,373,8.6,Excellent,1172,Theater District
8,2,2024-07-20,88,The James New York - NoMad,249,339,8.6,Excellent,1005,New York
8,2,2024-07-20,89,Hotel 32 32,358,346,8.0,Very Good,1654,New York
8,2,2024-07-20,90,Library Hotel by Library Hotel Collection,349,389,9.6,Exceptional,1003,New York
8,2,2024-07-20,91,Hampton Inn Manhattan/Times Square Central,309,358,9.0,Wonderful,1634,Theater District
8,2,2024-07-20,92,Fitzpatrick Manhattan Hotel,288,363,9.0,Wonderful,1006,New York
8,2,2024-07-20,93,Hotel Mulberry,269,312,9.0,Wonderful,1005,New York
8,2,2024-07-20,94,Courtyard by Marriott New York Manhattan/SoHo,296,343,8.8,Excellent,978,New York
8,2,2024-07-20,95,1 Hotel Central Park,670,579,9.0,Wonderful,1001,Central New York City
8,2,2024-07-20,96,Virgin Hotels New York City,385,470,8.8,Excellent,1600,New York
8,2,2024-07-20,97,City Club Hotel,289,310,7.6,Good,1349,Central New York City
8,2,2024-07-20,98,The Wall Street Hotel,510,589,9.8,Exceptional,269,New York
8,2,2024-07-20,99,TownePlace Suites by Marriott New York Manhattan/Chelsea,251,292,8.2,Very Good,371,Chelsea
8,3,2024-07-20,0,Moxy NYC Chelsea,290,370,8.6,Excellent,1020,Chelsea
8,3,2024-07-20,1,"Park South Hotel, part of JdV by Hyatt",240,313,9.2,Wonderful,1001,New York
8,3,2024-07-20,2,Moxy NYC East Village,263,339,8.8,Excellent,1016,New York
8,4,2024-07-20,0,Moxy NYC Chelsea,290,370,8.6,Excellent,1020,Chelsea
8,4,2024-07-20,1,Millennium Hilton New York One UN Plaza,256,337,8.2,Very Good,1382,New York
8,4,2024-07-20,2,"Park South Hotel, part of JdV by Hyatt",240,313,9.2,Wonderful,1001,New York
8,4,2024-07-20,3,"PUBLIC, an Ian Schrager hotel",398,506,8.2,Very Good,2636,New York
8,4,2024-07-20,4,Hilton Garden Inn New York Times Square South,285,330,9.0,Wonderful,3228,New York
8,4,2024-07-20,5,Moxy NYC Downtown,269,291,8.6,Excellent,1050,New York
8,4,2024-07-20,6,Courtyard by Marriott New York World Trade Center Area,215,250,8.8,Excellent,570,New York
8,4,2024-07-20,7,The Maritime Hotel,277,290,9.4,Exceptional,1003,New York
8,4,2024-07-20,8,Penny Williamsburg,379,410,9.4,Exceptional,532,Williamsburg
8,4,2024-07-20,9,Delta Hotels by Marriott New York Times Square,259,256,7.8,Good,536,New York
8,4,2024-07-20,10,Hilton Garden Inn New York/West 35th Street,261,303,9.0,Wonderful,2176,New York
8,4,2024-07-20,11,Pod Times Square,233,294,8.8,Excellent,4193,New York
8,4,2024-07-20,12,Moxy NYC East Village,263,339,8.8,Excellent,1016,New York
8,4,2024-07-20,13,Hilton Garden Inn New York/Times Square Central,237,306,8.2,Very Good,1877,Theater District
8,4,2024-07-20,14,Park Terrace Hotel,311,401,9.4,Exceptional,1332,Central New York City
8,4,2024-07-20,15,Fairfield Inn & Suites New York Midtown Manhattan/Penn Station,270,313,8.8,Excellent,1319,Chelsea
8,4,2024-07-20,16,Courtyard by Marriott New York City Manhattan Fifth Avenue,254,295,8.4,Very Good,1001,New York
8,4,2024-07-20,17,Fairfield Inn by Marriott New York Manhattan/Times Square,281,326,8.8,Excellent,1147,New York
8,4,2024-07-20,18,"The Lexington Hotel, Autograph Collection",220,291,8.4,Very Good,1008,New York
8,4,2024-07-20,19,Freehand New York,224,294,8.2,Very Good,1074,New York
8,4,2024-07-20,20,RIU Plaza Manhattan Times Square,445,370,9.0,Wonderful,3279,Theater District
8,4,2024-07-20,21,Hyatt Grand Central New York,278,369,8.0,Very Good,3849,New York
8,4,2024-07-20,22,Hotel 27 by LuxUrban,220,256,7.6,Good,459,New York
8,4,2024-07-20,23,Hilton Garden Inn New York/Manhattan-Midtown East,265,308,8.2,Very Good,1256,New York
8,4,2024-07-20,24,Arlo NoMad,289,342,8.6,Excellent,1323,New York
8,4,2024-07-20,25,The Westin New York Grand Central,590,394,8.8,Excellent,2682,New York
8,4,2024-07-20,26,Courtyard by Marriott New York Manhattan / Chelsea,281,328,9.2,Wonderful,1003,Chelsea
8,4,2024-07-20,27,Hilton Garden Inn NYC Financial Center/Manhattan Downtown,247,287,8.8,Excellent,1733,New York
8,4,2024-07-20,28,Sheraton Tribeca New York Hotel,269,312,8.4,Very Good,1039,New York
8,4,2024-07-20,29,Courtyard by Marriott New York Manhattan / Chelsea,281,328,9.2,Wonderful,1003,Chelsea
8,4,2024-07-20,30,The Muse New York,344,444,9.2,Wonderful,1068,Theater District
8,4,2024-07-20,31,Tuscany by LuxUrban,286,332,8.4,Very Good,1011,New York
8,4,2024-07-20,32,70 Park Avenue,220,296,9.0,Wonderful,1004,New York
8,4,2024-07-20,33,World Center Hotel,270,342,8.6,Excellent,2097,New York
8,4,2024-07-20,34,"Club Quarters Hotel, Grand Central",288,363,8.8,Excellent,2043,New York
8,4,2024-07-20,35,Best Western Premier Empire State Hotel,267,310,9.0,Wonderful,711,New York
8,4,2024-07-20,36,Courtyard New York Manhattan/ Midtown East,729,413,8.8,Excellent,2035,New York
8,4,2024-07-20,37,The FIDI Hotel,254,270,8.8,Excellent,438,New York
8,4,2024-07-20,38,Paramount Times Square,224,301,7.2,Good,2770,Theater District
8,4,2024-07-20,39,Pod 39,224,284,8.8,Excellent,1554,New York
8,4,2024-07-20,40,Radio City Apartments,291,304,8.8,Excellent,3611,Theater District
8,4,2024-07-20,41,"Club Quarters, Times Square - Midtown",296,372,8.6,Excellent,2652,Central New York City
