Hotel Name,Score,Distance to Center,Price,Taxes and Fees,Total Price,Nights and Adults,Card Deal,Stars,Subway Access,Neighborhood,Room Type,Bed Type,Cancellation Policy,Payment Policy,Review Class,Number of Reviews,Date of search,Checkin,Checkout
"The Cloud One New York-Downtown, by the Motel One Group",8.4,7.0,388,64,452.0,"2 nights,2 adults",,4,True,Manhattan,Standard King Room,1 king bed,Free cancellation,No prepayment needed– pay at the property,Very Good,4531 ,2024-06-24,2024-07-14,2024-07-16
"Hotel Shocard Broadway, Times Square",7.3,1.5,290,108,398.0,"2 nights,2 adults",,3,True,Manhattan,Queen Room,1 queen bed,Free cancellation,,Good,2386 ,2024-06-24,2024-07-14,2024-07-16
Delta Hotels by Marriott New York Times Square,7.7,1.6,371,62,433.0,"2 nights,2 adults",,4,True,Hell's Kitchen,King Room,1 king bed,,,Good,2702 ,2024-06-24,2024-07-14,2024-07-16
Royalton New York,7.7,1.4,430,158,588.0,"2 nights,2 adults",,4,True,Manhattan,Standard Queen Room,1 queen bed,Free cancellation,,Good,2459 ,2024-06-24,2024-07-14,2024-07-16
Radio Hotel,8.0,9.8,270,47,317.0,"2 nights,2 adults",,4,True,Washington Heights,Standard Studio,Entire studio•1 bathroom•17m²,Free cancellation,,Very Good,1299 ,2024-06-24,2024-07-14,2024-07-16
MOXY NYC Times Square,8.1,1.9,379,132,511.0,"2 nights,2 adults",,4,True,Manhattan,Double Room,1 full bed,,,Very Good,7327 ,2024-06-24,2024-07-14,2024-07-16
Hyatt Centric Wall Street New York,8.2,7.3,340,135,475.0,"2 nights,2 adults",,4,True,Manhattan,King Room,1 king bed,Free cancellation,,Very Good,598 ,2024-06-24,2024-07-14,2024-07-16
Hotel Hayden New York,7.2,2.5,318,140,458.0,"2 nights,2 adults",,4,True,Chelsea,Superior King Room,1 king bed,Free cancellation,No prepayment needed– pay at the property,Good,2694 ,2024-06-24,2024-07-14,2024-07-16
"The New Yorker, A Wyndham Hotel",7.7,2.0,397,132,529.0,"2 nights,2 adults",,4,True,Hell's Kitchen,Standard Queen Room,1 queen bed,Free cancellation,,Good,15276 ,2024-06-24,2024-07-14,2024-07-16
Moxy NYC Downtown,8.1,6.7,347,117,464.0,"2 nights,2 adults",,4,True,Manhattan,Queen Room,1 queen bed,,,Very Good,1449 ,2024-06-24,2024-07-14,2024-07-16
Fairfield Inn & Suites by Marriott New York Manhattan/Central Park,7.9,0.7,377,63,440.0,"2 nights,2 adults",,3,True,Hell's Kitchen,King Room,1 king bed,,,Good,1238 ,2024-06-24,2024-07-14,2024-07-16
Riu Plaza Manhattan Times Square,8.6,1.0,453,140,593.0,"2 nights,2 adults",,4,True,Manhattan,Deluxe Two Queen Beds,2 queen beds,Free cancellation,No prepayment needed– pay at the property,Excellent,11797 ,2024-06-24,2024-07-14,2024-07-16
"Hotel 50 Bowery, part of JdV by Hyatt",8.5,5.9,368,131,499.0,"2 nights,2 adults",,4,True,Chinatown,King Room,1 king bed,Free cancellation,,Very Good,921 ,2024-06-24,2024-07-14,2024-07-16
Pod 51,7.8,1.7,277,94,371.0,"2 nights,2 adults",,3,True,Midtown East,Standard Bunk Bed Room with Shared Bathroom,2 twin beds,,,Good,10968 ,2024-06-24,2024-07-14,2024-07-16
"The Historic Mayfair Hotel Times Square, Ascend Hotel Collection",8.5,0.8,437,161,598.0,"3 nights,2 adults",,3,True,Manhattan,Deluxe Double Room - Non Smoking,1 full bed,,,Very Good,741 ,2024-06-24,2024-07-14,2024-07-17
Conrad New York Downtown,9.0,6.6,2150,334,2484.0,"3 nights,2 adults",,5,True,Battery Park,Deluxe Suite with Two Double Beds and Roll-in Shower - Mobility Access,Private suite,,,Wonderful,738 ,2024-06-24,2024-07-14,2024-07-17
Pod Times Square,8.1,1.4,438,144,582.0,"3 nights,2 adults",,3,True,Hell's Kitchen,Bunk Pod,2 twin beds,,,Very Good,22280 ,2024-06-24,2024-07-14,2024-07-17
"The New Yorker, A Wyndham Hotel",7.7,2.0,532,189,721.0,"3 nights,2 adults",,4,True,Hell's Kitchen,Standard Queen Room,1 queen bed,Free cancellation,,Good,15276 ,2024-06-24,2024-07-14,2024-07-17
"The Historic Blue Angel Hotel Lexington Ave, Ascend Hotel Collection",8.7,1.5,535,158,693.0,"3 nights,2 adults",,3,True,Midtown East,Queen Room - Non-Smoking,1 queen bed,Free cancellation,No prepayment needed– pay at the property,Excellent,958 ,2024-06-24,2024-07-14,2024-07-17
"Hotel Shocard Broadway, Times Square",7.3,1.5,459,166,625.0,"3 nights,2 adults",,3,True,Manhattan,Queen Room,1 queen bed,Free cancellation,,Good,2386 ,2024-06-24,2024-07-14,2024-07-17
The Chelsean New York,7.1,2.8,453,181,634.0,"3 nights,2 adults",,3,True,Chelsea,King Room - Disability Access,1 king bed,Free cancellation,,Good,1644 ,2024-06-24,2024-07-14,2024-07-17
"U Hotel Fifth Avenue, Empire State Building",7.9,2.1,479,150,629.0,"3 nights,2 adults",,3,True,Manhattan,Queen Room,1 queen bed,Free cancellation,No prepayment needed– pay at the property,Good,3050 ,2024-06-24,2024-07-14,2024-07-17
Royalton New York,7.7,1.4,699,246,945.0,"3 nights,2 adults",,4,True,Manhattan,Standard Queen Room,1 queen bed,Free cancellation,,Good,2459 ,2024-06-24,2024-07-14,2024-07-17
Radio Hotel,8.0,9.8,425,73,498.0,"3 nights,2 adults",,4,True,Washington Heights,Standard Studio,Entire studio•1 bathroom•17m²,Free cancellation,,Very Good,1299 ,2024-06-24,2024-07-14,2024-07-17
Hilton Club The Quin New York,8.5,0.5,890,142,1032.0,"3 nights,2 adults",,3,True,Manhattan,King Studio Plus,1 king bed,Free cancellation,No prepayment needed– pay at the property,Very Good,1849 ,2024-06-24,2024-07-14,2024-07-17
La Quinta by Wyndham Time Square South,8.3,1.7,628,168,796.0,"3 nights,2 adults",Getaway Deal,3,True,Hell's Kitchen,King Room - Non-Smoking,1 king bed,Free cancellation,No prepayment needed– pay at the property,Very Good,3956 ,2024-06-24,2024-07-14,2024-07-17
NH Collection New York Madison Avenue,8.3,2.0,792,247,1039.0,"3 nights,2 adults",,4,True,Murray Hill,Superior Room,1 queen bed,,,Very Good,2014 ,2024-06-24,2024-07-14,2024-07-17
W New York - Times Square,7.7,1.0,778,230,1008.0,"3 nights,2 adults",,4,True,Manhattan,"Wonderful Guest room, 1 King, City view",1 king bed,Free cancellation,No prepayment needed– pay at the property,Good,1410 ,2024-06-24,2024-07-14,2024-07-17
Renaissance New York Harlem Hotel,8.2,5.4,609,186,795.0,"3 nights,2 adults",,3,True,Harlem,King Room,1 king bed,Free cancellation,No prepayment needed– pay at the property,Very Good,593 ,2024-06-24,2024-07-14,2024-07-17
Motto By Hilton New York City Times Square,8.2,1.0,582,201,783.0,"3 nights,2 adults",,3,True,Manhattan,Queen Room,1 queen bed,,,Very Good,431 ,2024-06-24,2024-07-14,2024-07-17
Wingate by Wyndham New York Midtown South/5th Ave,8.1,1.9,600,99,699.0,"3 nights,2 adults",Getaway Deal,3,True,Manhattan,King Room - Non-Smoking,1 king bed,Free cancellation,No prepayment needed– pay at the property,Very Good,2100 ,2024-06-24,2024-07-14,2024-07-17
Hotel Hayden New York,7.2,2.5,501,213,714.0,"3 nights,2 adults",,4,True,Chelsea,Superior King Room,1 king bed,Free cancellation,No prepayment needed– pay at the property,Good,2694 ,2024-06-24,2024-07-14,2024-07-17
Fairfield Inn by Marriott New York Manhattan/Financial District,7.5,7.2,576,95,671.0,"3 nights,2 adults",,3,True,Manhattan,Queen Room,1 queen bed,Free cancellation,No prepayment needed– pay at the property,Good,3518 ,2024-06-24,2024-07-14,2024-07-17
"The Cloud One New York-Downtown, by the Motel One Group",8.4,7.0,667,109,776.0,"3 nights,2 adults",,4,True,Manhattan,Standard King Room,1 king bed,Free cancellation,No prepayment needed– pay at the property,Very Good,4531 ,2024-06-24,2024-07-14,2024-07-17
SoHo 54,7.2,5.3,497,187,684.0,"3 nights,2 adults",,3,True,SoHo,SoHo King,1 king bed,Free cancellation,No prepayment needed– pay at the property,Good,2883 ,2024-06-24,2024-07-14,2024-07-17
"Holiday Inn Express New York City Chelsea, an IHG Hotel",7.8,2.4,613,170,783.0,"3 nights,2 adults",,3,True,Chelsea,Standard Room,1 full bed,Free cancellation,No prepayment needed– pay at the property,Good,3909 ,2024-06-24,2024-07-14,2024-07-17
Wyndham Garden Chinatown,7.4,5.8,503,145,648.0,"3 nights,2 adults",Getaway Deal,4,True,Lower East Side,Superior Queen Room Non-Smoking,1 queen bed,Free cancellation,No prepayment needed– pay at the property,Good,694 ,2024-06-24,2024-07-14,2024-07-17
Aloft Manhattan Downtown - Financial District,7.4,6.8,539,90,629.0,"3 nights,2 adults",,4,True,Manhattan,"Guest Room, 1 King",1 king bed,Free cancellation,,Good,1181 ,2024-06-24,2024-07-14,2024-07-17
La Quinta by Wyndham New York City Central Park,6.6,1.0,498,216,714.0,"3 nights,2 adults",Getaway Deal,3,True,Upper West Side,Double Room - Mobility/Hearing Accessible - Non-Smoking,1 full bed,Free cancellation,No prepayment needed– pay at the property,Review score,4339 ,2024-06-24,2024-07-14,2024-07-17
Riverside Tower Hotel,8.4,1.9,501,84,585.0,"3 nights,2 adults",,2,True,Upper West Side,River View Double,1 full bed,Free cancellation,No prepayment needed– pay at the property,Very Good,585 ,2024-06-24,2024-07-14,2024-07-17
